configuration_id,study_id,citation_key,title,configuration_label,claim_endpoint,evaluation_setting,extraction_decision,extraction_basis,supported_claim,claim_boundary_code,unsupported_claim,source_section,source_page,source_evidence,anchor_url,anchor_basis,locator_status,verified_on,O_levels,C_levels,E_levels,A_levels,N_levels,physics_insertion,O_evidence_summary,C_evidence_summary,E_evidence_summary,A_evidence_summary,N_evidence_summary
S122-C01,S122,guo2024subsurfaceMHW,Intensification of Future Subsurface Marine Heatwaves in an Eddy-Resolving Model,subsurface MHW model experiment,future subsurface marine-heatwave behavior in an eddy-resolving model,S,single,single evaluated endpoint and setting,future subsurface marine-heatwave behavior in an eddy-resolving model,B_SIMULATION_TO_FIELD,Boundary: simulation/replay.,Methods—eddy-resolving experiments; Results—subsurface extremes,published pp. 10777 (section-located),Eddy-resolving projection used to motivate sensitivity of subsurface extremes to fine-scale dynamics.,https://doi.org/10.1038/s41467-024-54946-z,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O0,C2,E1,A0,N2,representation,O0: gridded or single-source observations,C2: physics-structured representation,E1: forecasting or emulation,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S123-C01,S123,jahanmard2026principledFNO,Principled Fourier Neural Operators for High-Resolution Regional Ocean Modeling,principled FNO regional ocean model,high-resolution regional ocean modeling with physics-structured FNO representation,D,single,single evaluated endpoint and setting,high-resolution regional ocean modeling with physics-structured FNO representation,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Physics-structured FNO; Regional-ocean experiments,published pp. e2025JH001131 (section-located),The retained evidence supports a physics-structured operator representation; no separate penalty/projection term is coded.,https://doi.org/10.1029/2025JH001131,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O0,C2,E1,A0,N2,representation,O0: gridded or single-source observations,C2: physics-structured representation,E1: forecasting or emulation,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S124-C01,S124,long2023deepUDA,Deep Unsupervised Adversarial Domain Adaptation for Underwater Source Range Estimation,data-domain adaptation source ranging,source-range estimation on shifted recorded/offline data,D,split,separate endpoint or setting,source-range estimation on shifted recorded/offline data,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Domain-adaptation method; Offline source-ranging evaluation,published pp. 3125–3144 (section-located),"The evaluated mechanism is generic adversarial latent-space domain alignment between simulated and measured acoustic data. Physical mismatch defines the shift, but no physics-specific representation or constraint is established in the adaptation computation.",https://doi.org/10.1121/10.0022380,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O0,C0,E0,A0,N2,none,O0: gridded or single-source observations,C0: no computation-altering physical insertion established,E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S124-C02,S124,long2023deepUDA,Deep Unsupervised Adversarial Domain Adaptation for Underwater Source Range Estimation,simulated domain-shift source ranging,source-range estimation under simulated acoustic domain shift,S,split,separate endpoint or setting,source-range estimation under simulated acoustic domain shift,B_SIMULATION_TO_FIELD,Boundary: simulation/replay.,Domain-adaptation method; Simulated mismatch evaluation,published pp. 3125–3144 (section-located),"The evaluated mechanism is generic adversarial latent-space domain alignment between simulated and measured acoustic data. Physical mismatch defines the shift, but no physics-specific representation or constraint is established in the adaptation computation.",https://doi.org/10.1121/10.0022380,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O0,C0,E0,A0,N2,none,O0: gridded or single-source observations,C0: no computation-altering physical insertion established,E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S125-C01,S125,liu2024shipsUDA,Unsupervised Domain Adaptation for Source Localization Using Ships of Opportunity with a Deep Vertical Line Array,ships-of-opportunity UDA localization,source localization using opportunistic ship data under domain adaptation,D,single,single evaluated endpoint and setting,source localization using opportunistic ship data under domain adaptation,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,UDA formulation; Deep-ocean localization experiments,published pp. 180–196 (section-located),"Unlabeled target-domain adaptation evidence for deep-ocean localization; supports explicit source-domain, target-domain, and measurement-lineage reporting.",https://doi.org/10.1109/JOE.2023.3301089,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O2,C2,E0,A0,N2,representation,"O2: irregular, delayed, or provenance-aware observations",C2: physics-structured representation,E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S126-C01,S126,zhou2025partialDA,Alleviating Negative Transfer Using Unsupervised Adversarial Partial Domain Adaptation for Underwater Source Range Estimation,offline partial-domain adaptation,source-range estimation under partial target-label support,D,split,separate endpoint or setting,source-range estimation under partial target-label support,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Partial-domain adaptation method; Offline evaluation,published pp. 3529–3546 (section-located),Partial-domain adaptation evidence showing that range-space mismatch can cause negative transfer; motivates support diagnostics and adverse-transfer reporting.,https://doi.org/10.1121/10.0039634,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O0,C2,E0,A0,N2,representation,O0: gridded or single-source observations,C2: physics-structured representation,E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S126-C02,S126,zhou2025partialDA,Alleviating Negative Transfer Using Unsupervised Adversarial Partial Domain Adaptation for Underwater Source Range Estimation,simulated negative-transfer stress test,source-range estimation under simulated partial-domain mismatch,S,split,separate endpoint or setting,source-range estimation under simulated partial-domain mismatch,B_SIMULATION_TO_FIELD,Boundary: simulation/replay.,Partial-domain adaptation method; Negative-transfer stress test,published pp. 3529–3546 (section-located),Partial-domain adaptation evidence showing that range-space mismatch can cause negative transfer; motivates support diagnostics and adverse-transfer reporting.,https://doi.org/10.1121/10.0039634,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O0,C2,E0,A0,N2,representation,O0: gridded or single-source observations,C2: physics-structured representation,E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S127-C01,S127,kari2026jointDA,Joint Source--Environment Adaptation of Data-Driven Underwater Acoustic Source Ranging Based on Model Uncertainty,offline joint source-environment adaptation,source ranging under recorded/offline source-environment mismatch,D,split,separate endpoint or setting,source ranging under recorded/offline source-environment mismatch,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Joint adaptation method; Offline evaluation,published pp. 1534–1549 (section-located),"The source evaluates test-time adaptation under named source/environment mismatch using model-implied uncertainty and an auxiliary received-signal-energy estimate. Generic uncertainty ranking is not treated as calibrated/proper-score N1, and no physics-specific representation or constraint is inferred.",https://doi.org/10.1109/JOE.2025.3638518,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O0,C0,E0,A0,N2,none,O0: gridded or single-source observations,C0: no computation-altering physical insertion established,E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S127-C02,S127,kari2026jointDA,Joint Source--Environment Adaptation of Data-Driven Underwater Acoustic Source Ranging Based on Model Uncertainty,simulated joint source-environment adaptation,source ranging under simulated source-environment mismatch,S,split,separate endpoint or setting,source ranging under simulated source-environment mismatch,B_SIMULATION_TO_FIELD,Boundary: simulation/replay.,Joint adaptation method; Simulated source/environment mismatch,published pp. 1534–1549 (section-located),"The source evaluates test-time adaptation under named source/environment mismatch using model-implied uncertainty and an auxiliary received-signal-energy estimate. Generic uncertainty ranking is not treated as calibrated/proper-score N1, and no physics-specific representation or constraint is inferred.",https://doi.org/10.1109/JOE.2025.3638518,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O0,C0,E0,A0,N2,none,O0: gridded or single-source observations,C0: no computation-altering physical insertion established,E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S128-C01,S128,cohen2025mhwObjects,Object-Based Evaluation of Seasonal-to-Multiyear Marine Heatwave Predictions,object-based MHW forecast evaluation,object-based seasonal-to-multiyear marine-heatwave prediction evaluation,D,single,single evaluated endpoint and setting,object-based seasonal-to-multiyear marine-heatwave prediction evaluation,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Object-based verification method; Forecast evaluation by event attribute,published pp. e2025GL115021 (section-located),"Object-based forecast verification used to motivate complete-event holdouts and location, area, and intensity metrics rather than pointwise averages alone.",https://doi.org/10.1029/2025GL115021,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O0,C0,E1,A0,N2,none,O0: gridded or single-source observations,C0: no computation-altering physical insertion established,E1: forecasting or emulation,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S129-C01,S129,huang2025tropicyclonenet,Benchmark Dataset and Deep Learning Method for Global Tropical Cyclone Forecasting,TropicalCycloneNet benchmark/model,global tropical-cyclone forecasting benchmark and method,D,single,single evaluated endpoint and setting,global tropical-cyclone forecasting benchmark and method,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Dataset and benchmark design; Multibasin experiments,published pp. 5923 (section-located),"Multibasin tropical-cyclone dataset and model used to motivate basin holdouts, heterogeneous environmental inputs, and explicit OOD evaluation.",https://doi.org/10.1038/s41467-025-61087-4,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O1,C2,E1,A0,N2,representation,O1: multimodal observations,C2: physics-structured representation,E1: forecasting or emulation,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S130-C01,S130,niu2026regionalTyphoon,A Regional Artificial Intelligence Model for Skillful Typhoon Prediction,regional AI typhoon prediction,regional AI typhoon forecast skill,D,single,single evaluated endpoint and setting,regional AI typhoon forecast skill,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Regional model and boundary forcing; Typhoon forecast evaluation,published pp. 61 (section-located),"High-resolution regional typhoon forecasting used to motivate mesoscale structure, intensity, boundary forcing, and verification-lineage checks.",https://doi.org/10.1038/s44304-026-00219-2,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O0,C2,E1,A0,N2,representation,O0: gridded or single-source observations,C2: physics-structured representation,E1: forecasting or emulation,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S131-C01,S131,browne2026oras6SeaIce,Sea Ice Data Assimilation in ORAS6,ORAS6 sea-ice assimilation,sea-ice data-assimilation analysis in ORAS6,D,single,single evaluated endpoint and setting,sea-ice data-assimilation analysis in ORAS6,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Sec. 2 ORAS6 system and sea-ice assimilation; Sec. 3 Evaluation,published pp. 3299–3311 (section-located),Multicategory sea-ice assimilation makes subgrid thickness distribution and bounded-state constraints explicit.,https://doi.org/10.5194/tc-20-3299-2026,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O2,C1,E0,A0,N2,inference,"O2: irregular, delayed, or provenance-aware observations","C1: constraint in the objective, projection, or inference step",E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S132-C01,S132,williams2026antarcticSIT,Enhanced Prediction Skill of Antarctic Sea Ice through Sea Ice Thickness Assimilation,Antarctic SIT assimilation-initialized prediction,year-long prediction skill initialized from Antarctic sea-ice-thickness assimilation,D,single,single evaluated endpoint and setting,year-long prediction skill initialized from Antarctic sea-ice-thickness assimilation,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Sec. 2 Reanalysis initialization and hindcasts; Sec. 3 Results,published pp. 3795–3815 (section-located),The retained configuration is the year-long hindcast initialized from the assimilative reanalysis; the same-time reanalysis endpoint is not double-coded in E.,https://doi.org/10.5194/tc-20-3795-2026,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O2,C1,E1,A0,N2,inference,"O2: irregular, delayed, or provenance-aware observations","C1: constraint in the objective, projection, or inference step",E1: forecasting or emulation,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S133-C01,S133,williams2023subgridSIT,The Effects of Assimilating a Sub-grid-scale Sea Ice Thickness Distribution in a New Arctic Sea Ice Data Assimilation System,subgrid SIT assimilation,effect of subgrid sea-ice-thickness assimilation,D,single,single evaluated endpoint and setting,effect of subgrid sea-ice-thickness assimilation,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Sec. 2 Thickness-distribution assimilation; Sec. 3 Experiments,published pp. 2509–2532 (section-located),Assimilation of the thickness-category distribution shows that unresolved sea-ice structure can alter the resolved analysis and should be part of the state and observation contract.,https://doi.org/10.5194/tc-17-2509-2023,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O2,C1;C2,E0,A0,N2,inference;representation,"O2: irregular, delayed, or provenance-aware observations","C1: constraint in the objective, projection, or inference step; C2: physics-structured representation",E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S134-C01,S134,edel2025arcticSIT,Reconstruction of Arctic Sea Ice Thickness (1992--2010) Based on a Hybrid Machine Learning and Data Assimilation Approach,hybrid Arctic SIT reconstruction,Arctic sea-ice-thickness reconstruction using hybrid ML and DA,D,single,single evaluated endpoint and setting,Arctic sea-ice-thickness reconstruction using hybrid ML and DA,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Sec. 2 Hybrid reconstruction method; Sec. 3 Evaluation,published pp. 731–752 (section-located),"Hybrid reconstruction illustrates the dependence of historical state estimates on observation coverage, retrieval uncertainty, reanalysis lineage, and learned correction support.",https://doi.org/10.5194/tc-19-731-2025,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O2,C1;C2,E0,A0,N2,inference;representation,"O2: irregular, delayed, or provenance-aware observations","C1: constraint in the objective, projection, or inference step; C2: physics-structured representation",E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S135-C01,S135,rotondo2026seaIceAlbedo,Sea Ice Albedo Bounded Data Assimilation and Its Impact on Modeling: A Regional Approach,bounded albedo DA experiment,bounded sea-ice-albedo assimilation and reanalysis-state impact,S,single,single evaluated endpoint and setting,bounded sea-ice-albedo assimilation and reanalysis-state impact,B_SIMULATION_TO_FIELD,Boundary: simulation/replay.,Sec. 2 Bounded albedo assimilation; Sec. 3 Reanalysis experiments,published pp. 1523–1542 (section-located),The retained endpoint is the data-assimilation/reanalysis experiment; prospective forecast benefit is not coded as a second E level.,https://doi.org/10.5194/tc-20-1523-2026,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O2,C1,E0,A0,N2,inference,"O2: irregular, delayed, or provenance-aware observations","C1: constraint in the objective, projection, or inference step",E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S136-C01,S136,liu2026ssfdiffusion,SSFDiffusion: A Degradation-Aware Diffusion Model for Ocean Sound Speed Field Super-Resolution,degradation-aware SSF super-resolution,sound-speed-field super-resolution under degradation,D,single,single evaluated endpoint and setting,sound-speed-field super-resolution under degradation,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Degradation model and diffusion method; Sound-speed-field experiments,published pp. 12222–12233 (section-located),Degradation-aware sound-speed-field reconstruction motivates explicit modeling of unknown observation degradation and non-Gaussian noise; it does not by itself establish propagation or receiver-task fidelity.,https://doi.org/10.1109/JSTARS.2026.3676542,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O2,C2,E0,A0,N2,representation,"O2: irregular, delayed, or provenance-aware observations",C2: physics-structured representation,E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S137-C01,S137,lher2026subarray,Gain Assessment of Environmental-Informed Subarray Processing: The ALMA 2017 Example,ALMA environmental-informed subarray processing,environment-informed subarray processing gain,D,single,single evaluated endpoint and setting,environment-informed subarray processing gain,B_OFFLINE_TO_OPERATIONAL,Boundary: offline/hindcast.,Environmental/acoustic measurements; Subarray processing method; At-sea results,published pp. 916–927 (section-located),At-sea environmental and acoustic measurements link ocean fluctuations to array coherence and subarray design; the evidence supports consequence-aware processing rather than generic field-accuracy claims.,https://doi.org/10.1109/JOE.2026.3657278,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O1,C2,E0,A0,N2,representation,O1: multimodal observations,C2: physics-structured representation,E0: state reconstruction or same-time inference,A0: passive analysis,"N2: shift, regime, fault, or recovery evaluation"
S138-C01,S138,meyers2025hil,Testing and Evaluation of Underwater Vehicle Using Hardware-in-the-Loop Simulation with HoloOcean,CougUV HIL/SIL evaluation,closed-loop AUV hardware-in-the-loop behavior compared with field-trial dynamics,H,single,single evaluated endpoint and setting,closed-loop AUV hardware-in-the-loop behavior compared with field-trial dynamics,B_CONTROLLED_TO_OPEN_OCEAN,Boundary: controlled-water or hardware.,System architecture; SIL/HIL setup; Closed-loop evaluation results,HTML n.p. (stable named section),"The source reports simulated sensor streams and returned control-surface commands in HIL/SIL. O3 is reserved for evaluated action-dependent acquisition support or scheduling, so generic closed-loop control does not by itself raise the observation code.",https://doi.org/10.23919/OCEANS59106.2025.11245188,publisher/arXiv full text; stable named section,full_text_section_anchor,2026-08-18,O0,C0,E2,A2,N2,none,O0: gridded or single-source observations,C0: no computation-altering physical insertion established,E2: action-conditioned evolution,A2: active sensing or control,"N2: shift, regime, fault, or recovery evaluation"
S139-C01,S139,christensen2026semantic,Foundation Models on the Bridge: Semantic Hazard Detection and Safety Maneuvers for Maritime Autonomy with Vision-Language Models,Semantic Lookout on-water fallback,human-overridable semantic fallback maneuver selection with on-water validation,F,single,single evaluated endpoint and setting,human-overridable semantic fallback maneuver selection with on-water validation,B_DEVELOPER_TO_INDEPENDENT,Boundary: developer-run field evidence.,Semantic Lookout architecture and fallback; On-water experiments,HTML n.p. (stable named section),"The source reports a camera-only VLM selector over water-valid trajectories, predefined fallback and operator handover, named out-of-distribution hazard scenes, and an on-water end-to-end run; N2 and N3 are both retained.",https://doi.org/10.1016/j.oceaneng.2026.124646,publisher/arXiv full text; stable named section,full_text_section_anchor,2026-08-18,O0,C0,E2,A2,N2;N3,action_constraint,O0: gridded or single-source observations,C0: no computation-altering physical insertion established,E2: action-conditioned evolution,A2: active sensing or control,"N2: shift, regime, fault, or recovery evaluation; N3: independent assurance envelope"
S140-C01,S140,dong2023assurance,Reliability Assessment and Safety Arguments for Machine Learning Components in System Assurance,AUV learning-enabled assurance case,quantitative reliability and safety-argument evaluation for learning-enabled components with a simulated AUV case study,S,single,single evaluated endpoint and setting,quantitative reliability and safety-argument evaluation for learning-enabled components with a simulated AUV case study,B_SIMULATION_TO_FIELD,Boundary: simulation/replay.,Assurance-case model; Quantitative reliability assessment; Case study,published pp. 1–48 (section-located),The peer-reviewed article develops quantitative reliability assessment and probabilistic safety-argument templates and evaluates/scopes them with a simulated autonomous underwater vehicle case study.,https://doi.org/10.1145/3570918,version-of-record full text; stable published pagination and named section,full_text_page_anchor,2026-08-18,O0,C0,E0,A0,N3,none,O0: gridded or single-source observations,C0: no computation-altering physical insertion established,E0: state reconstruction or same-time inference,A0: passive analysis,N3: independent assurance envelope
S141-C01,S141,patterson2026seaturtle,Autonomous Sea Turtle Robot for Marine Fieldwork,sea-turtle robot controlled-water autonomy,vision-driven closed-loop underwater tracking and obstacle avoidance in controlled water,H,single,single evaluated endpoint and setting,vision-driven closed-loop underwater tracking and obstacle avoidance in controlled water,B_CONTROLLED_TO_OPEN_OCEAN,Boundary: controlled-water or hardware.,Robot and controller design; Controlled-water experiments,HTML n.p. (stable named section),"Full-text methods and evaluation report depth-heading stabilization, obstacle avoidance and target-centric vision control, validated in pool experiments and a live coral-reef aquarium exhibit.",https://doi.org/10.48550/arXiv.2602.21389,publisher/arXiv full text; stable named section,full_text_section_anchor,2026-08-18,O1,C0,E2,A2,N0,none,O1: multimodal observations,C0: no computation-altering physical insertion established,E2: action-conditioned evolution,A2: active sensing or control,N0: aggregate or in-domain evaluation
